incident_key,customer_id,merchant_id,amount_minor,currency,payment_method,customer_segment,failure_category,previous_successes,previous_failures,contact_history,latent_recoverability,time_to_funds_hours,unrecoverable,detected_at
inc-5190,cust_1365,mch_demo,1687800,INR,card,PREMIUM,AUTHENTICATION_FAILURE,31,1,0,0.2156,56.85,False,2026-08-13T21:03:42.131498+00:00
inc-5191,cust_1286,mch_demo,9611300,INR,upi,STANDARD,MANDATE_FAILURE,17,1,2,0.2559,50.01,False,2026-08-10T00:03:42.131498+00:00
inc-5192,cust_1380,mch_demo,2563800,INR,card,PREMIUM,CARD_EXPIRED,17,1,1,0.2796,22.15,False,2026-08-13T07:03:42.131498+00:00
inc-5193,cust_1214,mch_demo,834800,INR,card,VIP,CHECKOUT_ABANDONED,35,4,1,0.4618,49.36,False,2026-08-19T09:03:42.131498+00:00
inc-5194,cust_1254,mch_demo,8414900,INR,card,PREMIUM,CARD_BLOCKED,9,3,0,0.568,54.66,False,2026-08-10T00:03:42.131498+00:00
inc-5195,cust_1184,mch_demo,17486900,INR,card,STANDARD,CHECKOUT_ABANDONED,38,1,2,0.324,7.22,False,2026-08-14T11:03:42.131498+00:00
inc-5196,cust_1476,mch_demo,565000,INR,netbanking,STANDARD,UNKNOWN,26,3,2,0.3708,15.87,False,2026-08-16T08:03:42.131498+00:00
inc-5197,cust_1002,mch_demo,476100,INR,card,STANDARD,CARD_BLOCKED,4,0,3,0.4334,17.54,False,2026-08-17T02:03:42.131498+00:00
inc-5198,cust_1355,mch_demo,26387500,INR,card,PREMIUM,BANK_DECLINE,27,5,2,0.5509,35.53,False,2026-08-21T06:03:42.131498+00:00
inc-5199,cust_1375,mch_demo,398700,INR,card,STANDARD,BANK_DECLINE,34,3,0,0.4453,44.38,False,2026-08-13T08:03:42.131498+00:00
inc-5200,cust_1303,mch_demo,953400,INR,netbanking,STANDARD,CHECKOUT_ABANDONED,23,5,0,0.5225,39.8,False,2026-08-13T05:03:42.131498+00:00
inc-5201,cust_1123,mch_demo,1159000,INR,netbanking,STANDARD,INSUFFICIENT_FUNDS,15,0,2,0.313,44.75,False,2026-08-11T15:03:42.131498+00:00
inc-5202,cust_1438,mch_demo,1348100,INR,upi,STANDARD,CARD_BLOCKED,27,3,0,0.6907,68.97,False,2026-08-13T08:03:42.131498+00:00
inc-5203,cust_1254,mch_demo,361500,INR,card,STANDARD,BANK_DECLINE,6,0,1,0.3346,69.22,False,2026-08-20T01:03:42.131498+00:00
inc-5204,cust_1312,mch_demo,15384100,INR,card,PREMIUM,MANDATE_FAILURE,33,0,2,0.1908,36.34,False,2026-08-20T05:03:42.131498+00:00
inc-5205,cust_1193,mch_demo,25298300,INR,upi,STANDARD,UNKNOWN,13,0,2,0.3808,36.27,True,2026-08-14T22:03:42.131498+00:00
inc-5206,cust_1133,mch_demo,49999900,INR,card,VIP,PROCESSOR_ERROR,17,2,1,0.4397,46.29,False,2026-08-17T19:03:42.131498+00:00
inc-5207,cust_1106,mch_demo,974300,INR,upi,STANDARD,CHECKOUT_ABANDONED,0,0,1,0.6117,54.08,False,2026-08-11T20:03:42.131498+00:00
inc-5208,cust_1333,mch_demo,886700,INR,upi,PREMIUM,CHECKOUT_ABANDONED,15,5,0,0.5967,70.8,False,2026-08-15T23:03:42.131498+00:00
inc-5209,cust_1147,mch_demo,257800,INR,card,STANDARD,PROCESSOR_ERROR,6,0,1,0.5941,44.79,False,2026-08-09T09:03:42.131498+00:00
inc-5210,cust_1050,mch_demo,291800,INR,netbanking,VIP,PROCESSOR_ERROR,22,3,3,0.2062,48.99,False,2026-08-15T19:03:42.131498+00:00
inc-5211,cust_1327,mch_demo,5281900,INR,card,VIP,INSUFFICIENT_FUNDS,12,3,2,0.4215,11.35,False,2026-08-17T00:03:42.131498+00:00
inc-5212,cust_1064,mch_demo,750000,INR,upi,PREMIUM,MANDATE_FAILURE,29,3,3,0.3433,8.35,False,2026-08-18T12:03:42.131498+00:00
inc-5213,cust_1000,mch_demo,21265200,INR,card,STANDARD,AUTHENTICATION_FAILURE,9,3,0,0.3188,46.03,False,2026-08-09T17:03:42.131498+00:00
inc-5214,cust_1318,mch_demo,1783200,INR,netbanking,STANDARD,NETWORK_TIMEOUT,3,2,3,0.2031,28.12,False,2026-08-14T03:03:42.131498+00:00
inc-5215,cust_1343,mch_demo,49900,INR,netbanking,PREMIUM,PROCESSOR_ERROR,24,5,3,0.2875,69.2,False,2026-08-16T06:03:42.131498+00:00
inc-5216,cust_1041,mch_demo,1639400,INR,card,PREMIUM,CARD_EXPIRED,8,1,0,0.2382,64.23,False,2026-08-21T01:03:42.131498+00:00
inc-5217,cust_1303,mch_demo,59600,INR,card,PREMIUM,CARD_EXPIRED,10,0,0,0.3465,15.75,False,2026-08-18T12:03:42.131498+00:00
inc-5218,cust_1095,mch_demo,159700,INR,card,STANDARD,INSUFFICIENT_FUNDS,19,0,2,0.4757,36.57,False,2026-08-18T07:03:42.131498+00:00
inc-5219,cust_1491,mch_demo,10529300,INR,wallet,STANDARD,AUTHENTICATION_FAILURE,13,0,3,0.2661,20.91,True,2026-08-16T22:03:42.131498+00:00
inc-5220,cust_1254,mch_demo,8537000,INR,card,PREMIUM,CARD_EXPIRED,13,5,2,0.4256,65.91,False,2026-08-09T17:03:42.131498+00:00
inc-5221,cust_1165,mch_demo,366800,INR,card,PREMIUM,MANDATE_FAILURE,7,2,2,0.4434,12.95,False,2026-08-15T05:03:42.131498+00:00
inc-5222,cust_1120,mch_demo,1253900,INR,card,PREMIUM,NETWORK_TIMEOUT,35,3,0,0.2819,34.13,False,2026-08-15T22:03:42.131498+00:00
inc-5223,cust_1185,mch_demo,1276200,INR,card,STANDARD,CARD_EXPIRED,36,5,3,0.6607,44.21,False,2026-08-18T18:03:42.131498+00:00
inc-5224,cust_1489,mch_demo,816600,INR,netbanking,STANDARD,AUTHENTICATION_FAILURE,33,4,0,0.4657,63.28,True,2026-08-15T01:03:42.131498+00:00
inc-5225,cust_1177,mch_demo,447000,INR,card,PREMIUM,UNKNOWN,11,4,3,0.3369,28.7,False,2026-08-16T05:03:42.131498+00:00
inc-5226,cust_1311,mch_demo,9846400,INR,card,PREMIUM,NETWORK_TIMEOUT,25,4,1,0.4108,66.05,False,2026-08-20T17:03:42.131498+00:00
inc-5227,cust_1157,mch_demo,106700,INR,card,STANDARD,MANDATE_FAILURE,29,2,2,0.2038,23.28,False,2026-08-16T03:03:42.131498+00:00
inc-5228,cust_1010,mch_demo,7779400,INR,upi,STANDARD,NETWORK_TIMEOUT,27,4,1,0.2476,31.13,False,2026-08-14T19:03:42.131498+00:00
inc-5229,cust_1014,mch_demo,755500,INR,netbanking,PREMIUM,NETWORK_TIMEOUT,19,4,0,0.1695,47.45,False,2026-08-19T09:03:42.131498+00:00
inc-5230,cust_1109,mch_demo,24837200,INR,card,VIP,MANDATE_FAILURE,26,3,1,0.2532,26.45,False,2026-08-09T16:03:42.131498+00:00
inc-5231,cust_1252,mch_demo,205200,INR,wallet,STANDARD,CHECKOUT_ABANDONED,36,0,2,0.3568,29.68,True,2026-08-15T03:03:42.131498+00:00
inc-5232,cust_1320,mch_demo,24116900,INR,upi,STANDARD,CARD_BLOCKED,9,5,0,0.593,53.42,False,2026-08-09T05:03:42.131498+00:00
inc-5233,cust_1111,mch_demo,13992300,INR,card,VIP,CARD_EXPIRED,30,1,0,0.2146,64.62,False,2026-08-21T04:03:42.131498+00:00
inc-5234,cust_1439,mch_demo,4938900,INR,card,VIP,PROCESSOR_ERROR,35,3,0,0.4808,51.78,False,2026-08-20T00:03:42.131498+00:00
inc-5235,cust_1152,mch_demo,2767500,INR,upi,STANDARD,CHECKOUT_ABANDONED,5,3,2,0.6678,8.14,False,2026-08-11T05:03:42.131498+00:00
inc-5236,cust_1310,mch_demo,13223800,INR,card,STANDARD,CARD_EXPIRED,6,2,0,0.5151,29.76,False,2026-08-15T18:03:42.131498+00:00
inc-5237,cust_1264,mch_demo,624900,INR,card,PREMIUM,UNKNOWN,30,5,1,0.2766,40.01,False,2026-08-08T18:03:42.131498+00:00
inc-5238,cust_1369,mch_demo,1251400,INR,card,STANDARD,BANK_DECLINE,5,2,1,0.6215,49.97,False,2026-08-14T04:03:42.131498+00:00
inc-5239,cust_1018,mch_demo,2209200,INR,upi,STANDARD,PROCESSOR_ERROR,14,0,1,0.3047,6.72,False,2026-08-21T15:03:42.131498+00:00
inc-5240,cust_1259,mch_demo,22308200,INR,netbanking,PREMIUM,CHECKOUT_ABANDONED,23,2,2,0.1833,9.26,True,2026-08-17T03:03:42.131498+00:00
inc-5241,cust_1434,mch_demo,226300,INR,card,VIP,PROCESSOR_ERROR,5,2,1,0.2006,31.49,False,2026-08-12T02:03:42.131498+00:00
inc-5242,cust_1423,mch_demo,3731000,INR,netbanking,STANDARD,CHECKOUT_ABANDONED,5,0,0,0.422,9.52,False,2026-08-21T23:03:42.131498+00:00
inc-5243,cust_1474,mch_demo,377300,INR,netbanking,VIP,CHECKOUT_ABANDONED,16,4,2,0.6414,68.3,False,2026-08-17T17:03:42.131498+00:00
inc-5244,cust_1386,mch_demo,1043600,INR,card,STANDARD,MANDATE_FAILURE,0,2,1,0.5595,35.16,True,2026-08-11T14:03:42.131498+00:00
inc-5245,cust_1254,mch_demo,2105100,INR,upi,PREMIUM,CHECKOUT_ABANDONED,12,2,0,0.3392,46.76,False,2026-08-17T14:03:42.131498+00:00
inc-5246,cust_1011,mch_demo,50500,INR,card,STANDARD,INSUFFICIENT_FUNDS,28,3,3,0.6583,58.27,False,2026-08-18T06:03:42.131498+00:00
inc-5247,cust_1189,mch_demo,1948000,INR,wallet,VIP,CHECKOUT_ABANDONED,18,2,0,0.6949,12.41,True,2026-08-09T14:03:42.131498+00:00
inc-5248,cust_1129,mch_demo,9632800,INR,card,STANDARD,CARD_EXPIRED,4,5,2,0.4162,9.63,False,2026-08-11T16:03:42.131498+00:00
inc-5249,cust_1103,mch_demo,1364400,INR,wallet,VIP,AUTHENTICATION_FAILURE,7,3,0,0.4564,47.62,False,2026-08-20T04:03:42.131498+00:00
inc-5250,cust_1329,mch_demo,11997200,INR,card,STANDARD,PROCESSOR_ERROR,24,1,1,0.4957,35.79,False,2026-08-09T06:03:42.131498+00:00
inc-5251,cust_1001,mch_demo,19324300,INR,card,VIP,NETWORK_TIMEOUT,15,1,1,0.1976,64.87,False,2026-08-14T16:03:42.131498+00:00
inc-5252,cust_1430,mch_demo,22412000,INR,upi,PREMIUM,BANK_DECLINE,9,3,0,0.6202,25.28,False,2026-08-16T04:03:42.131498+00:00
inc-5253,cust_1450,mch_demo,4679700,INR,upi,PREMIUM,BANK_DECLINE,24,2,3,0.3027,22.99,False,2026-08-13T17:03:42.131498+00:00
inc-5254,cust_1065,mch_demo,3823200,INR,upi,STANDARD,BANK_DECLINE,33,0,2,0.2042,64.29,True,2026-08-14T02:03:42.131498+00:00
inc-5255,cust_1100,mch_demo,13125500,INR,wallet,VIP,MANDATE_FAILURE,24,0,1,0.6657,21.33,False,2026-08-18T13:03:42.131498+00:00
inc-5256,cust_1088,mch_demo,840900,INR,netbanking,PREMIUM,BANK_DECLINE,36,5,2,0.5111,29.87,False,2026-08-18T12:03:42.131498+00:00
inc-5257,cust_1028,mch_demo,49900,INR,card,STANDARD,BANK_DECLINE,10,2,3,0.194,9.55,False,2026-08-19T20:03:42.131498+00:00
inc-5258,cust_1224,mch_demo,8435900,INR,netbanking,VIP,NETWORK_TIMEOUT,17,5,2,0.1933,50.92,False,2026-08-17T06:03:42.131498+00:00
inc-5259,cust_1387,mch_demo,2265500,INR,card,STANDARD,CARD_EXPIRED,0,0,3,0.6993,28.35,False,2026-08-17T02:03:42.131498+00:00
inc-5260,cust_1377,mch_demo,1071500,INR,card,STANDARD,MANDATE_FAILURE,26,3,2,0.3968,28.16,True,2026-08-14T02:03:42.131498+00:00
inc-5261,cust_1198,mch_demo,31105500,INR,netbanking,STANDARD,CARD_EXPIRED,4,1,3,0.5849,9.5,False,2026-08-10T03:03:42.131498+00:00
inc-5262,cust_1417,mch_demo,189300,INR,card,STANDARD,AUTHENTICATION_FAILURE,38,5,2,0.6511,27.82,False,2026-08-18T08:03:42.131498+00:00
inc-5263,cust_1196,mch_demo,201200,INR,netbanking,PREMIUM,UNKNOWN,6,4,0,0.373,57.6,False,2026-08-20T07:03:42.131498+00:00
inc-5264,cust_1340,mch_demo,1017400,INR,card,PREMIUM,MANDATE_FAILURE,10,0,3,0.5495,56.22,False,2026-08-21T18:03:42.131498+00:00
inc-5265,cust_1315,mch_demo,2443700,INR,wallet,VIP,CARD_EXPIRED,21,5,0,0.5328,20.93,False,2026-08-08T14:03:42.131498+00:00
inc-5266,cust_1229,mch_demo,173400,INR,netbanking,STANDARD,PROCESSOR_ERROR,27,3,0,0.4026,33.96,False,2026-08-14T22:03:42.131498+00:00
inc-5267,cust_1460,mch_demo,1426900,INR,wallet,VIP,CHECKOUT_ABANDONED,31,4,2,0.4097,13.8,False,2026-08-10T19:03:42.131498+00:00
inc-5268,cust_1335,mch_demo,3413500,INR,card,PREMIUM,PROCESSOR_ERROR,29,4,2,0.6965,59.35,False,2026-08-18T22:03:42.131498+00:00
inc-5269,cust_1341,mch_demo,148600,INR,netbanking,STANDARD,MANDATE_FAILURE,25,4,2,0.6714,11.9,False,2026-08-20T06:03:42.131498+00:00
inc-5270,cust_1432,mch_demo,11880300,INR,card,VIP,CHECKOUT_ABANDONED,12,2,0,0.5231,42.93,False,2026-08-11T14:03:42.131498+00:00
inc-5271,cust_1442,mch_demo,1474100,INR,wallet,VIP,CARD_EXPIRED,23,3,0,0.5337,51.92,False,2026-08-13T10:03:42.131498+00:00
inc-5272,cust_1389,mch_demo,2275900,INR,card,PREMIUM,CARD_BLOCKED,11,5,3,0.2556,42.97,False,2026-08-17T18:03:42.131498+00:00
inc-5273,cust_1494,mch_demo,19138200,INR,upi,PREMIUM,CHECKOUT_ABANDONED,29,0,0,0.4733,13.02,False,2026-08-20T00:03:42.131498+00:00
inc-5274,cust_1482,mch_demo,13874200,INR,card,STANDARD,CARD_BLOCKED,14,4,3,0.2426,59.36,False,2026-08-08T14:03:42.131498+00:00
inc-5275,cust_1275,mch_demo,12316900,INR,card,PREMIUM,UNKNOWN,29,3,0,0.5223,24.15,False,2026-08-17T17:03:42.131498+00:00
inc-5276,cust_1492,mch_demo,12783400,INR,upi,STANDARD,CARD_BLOCKED,22,4,2,0.5556,19.4,False,2026-08-10T00:03:42.131498+00:00
inc-5277,cust_1281,mch_demo,3895200,INR,netbanking,STANDARD,CARD_BLOCKED,11,5,3,0.2153,14.54,True,2026-08-09T23:03:42.131498+00:00
inc-5278,cust_1331,mch_demo,252400,INR,card,PREMIUM,CHECKOUT_ABANDONED,36,3,1,0.4047,69.57,False,2026-08-09T15:03:42.131498+00:00
inc-5279,cust_1191,mch_demo,773600,INR,card,STANDARD,AUTHENTICATION_FAILURE,32,5,1,0.328,6.26,False,2026-08-16T14:03:42.131498+00:00
inc-5280,cust_1142,mch_demo,2347700,INR,card,VIP,NETWORK_TIMEOUT,31,1,2,0.434,14.95,False,2026-08-20T22:03:42.131498+00:00
inc-5281,cust_1464,mch_demo,19511400,INR,upi,VIP,CARD_EXPIRED,39,4,0,0.6506,8.36,False,2026-08-12T21:03:42.131498+00:00
inc-5282,cust_1109,mch_demo,5219800,INR,card,VIP,PROCESSOR_ERROR,36,3,0,0.6655,56.63,False,2026-08-18T10:03:42.131498+00:00
inc-5283,cust_1457,mch_demo,5287700,INR,card,PREMIUM,AUTHENTICATION_FAILURE,11,2,2,0.1715,22.42,True,2026-08-18T10:03:42.131498+00:00
inc-5284,cust_1458,mch_demo,105400,INR,upi,VIP,UNKNOWN,30,5,2,0.2694,59.91,False,2026-08-21T13:03:42.131498+00:00
inc-5285,cust_1075,mch_demo,97000,INR,wallet,STANDARD,UNKNOWN,37,4,1,0.2514,13.12,False,2026-08-16T10:03:42.131498+00:00
inc-5286,cust_1468,mch_demo,11751800,INR,wallet,STANDARD,INSUFFICIENT_FUNDS,19,4,1,0.2804,64.16,False,2026-08-21T09:03:42.131498+00:00
inc-5287,cust_1067,mch_demo,1156700,INR,wallet,PREMIUM,NETWORK_TIMEOUT,38,4,3,0.3399,40.22,False,2026-08-10T07:03:42.131498+00:00
inc-5288,cust_1213,mch_demo,15622300,INR,card,VIP,NETWORK_TIMEOUT,16,4,1,0.4284,17.27,False,2026-08-15T15:03:42.131498+00:00
inc-5289,cust_1418,mch_demo,410700,INR,netbanking,STANDARD,PROCESSOR_ERROR,19,3,2,0.3692,69.35,False,2026-08-18T12:03:42.131498+00:00
inc-5290,cust_1278,mch_demo,204600,INR,netbanking,STANDARD,AUTHENTICATION_FAILURE,26,3,0,0.311,66.21,False,2026-08-10T10:03:42.131498+00:00
inc-5291,cust_1414,mch_demo,832800,INR,card,STANDARD,MANDATE_FAILURE,17,5,0,0.164,61.04,True,2026-08-21T05:03:42.131498+00:00
inc-5292,cust_1299,mch_demo,219700,INR,wallet,STANDARD,AUTHENTICATION_FAILURE,26,5,1,0.3685,12.1,False,2026-08-21T13:03:42.131498+00:00
inc-5293,cust_1024,mch_demo,13414300,INR,wallet,STANDARD,NETWORK_TIMEOUT,4,2,0,0.4079,59.15,False,2026-08-18T16:03:42.131498+00:00
inc-5294,cust_1002,mch_demo,15944300,INR,card,PREMIUM,CARD_BLOCKED,27,4,3,0.4718,24.84,False,2026-08-15T16:03:42.131498+00:00
inc-5295,cust_1088,mch_demo,16015600,INR,netbanking,VIP,CHECKOUT_ABANDONED,8,3,1,0.5598,10.51,False,2026-08-11T13:03:42.131498+00:00
inc-5296,cust_1107,mch_demo,12126100,INR,wallet,PREMIUM,INSUFFICIENT_FUNDS,18,5,2,0.3198,37.38,False,2026-08-21T16:03:42.131498+00:00
inc-5297,cust_1102,mch_demo,14790800,INR,netbanking,STANDARD,UNKNOWN,4,2,1,0.1919,68.85,False,2026-08-11T20:03:42.131498+00:00
inc-5298,cust_1339,mch_demo,195100,INR,wallet,PREMIUM,PROCESSOR_ERROR,38,1,0,0.5754,38.64,False,2026-08-12T17:03:42.131498+00:00
inc-5299,cust_1088,mch_demo,565700,INR,wallet,STANDARD,PROCESSOR_ERROR,14,5,2,0.5968,15.44,False,2026-08-15T19:03:42.131498+00:00
inc-5300,cust_1425,mch_demo,9334700,INR,upi,PREMIUM,NETWORK_TIMEOUT,28,0,3,0.516,53.8,False,2026-08-19T07:03:42.131498+00:00
inc-5301,cust_1463,mch_demo,1327500,INR,card,PREMIUM,INSUFFICIENT_FUNDS,10,2,0,0.5865,23.56,False,2026-08-11T08:03:42.131498+00:00
inc-5302,cust_1111,mch_demo,23907800,INR,card,VIP,MANDATE_FAILURE,5,4,0,0.3859,61.49,False,2026-08-13T14:03:42.131498+00:00
inc-5303,cust_1182,mch_demo,305500,INR,card,VIP,INSUFFICIENT_FUNDS,39,2,3,0.3621,26.82,False,2026-08-11T12:03:42.131498+00:00
inc-5304,cust_1478,mch_demo,2197000,INR,wallet,PREMIUM,CHECKOUT_ABANDONED,36,5,0,0.513,20.5,False,2026-08-13T13:03:42.131498+00:00
inc-5305,cust_1465,mch_demo,49999900,INR,card,STANDARD,PROCESSOR_ERROR,10,2,1,0.2068,16.65,False,2026-08-16T02:03:42.131498+00:00
inc-5306,cust_1369,mch_demo,3822500,INR,netbanking,STANDARD,MANDATE_FAILURE,7,2,3,0.2598,12.28,True,2026-08-15T23:03:42.131498+00:00
inc-5307,cust_1021,mch_demo,49900,INR,card,PREMIUM,NETWORK_TIMEOUT,32,0,1,0.4647,33.88,False,2026-08-08T19:03:42.131498+00:00
inc-5308,cust_1464,mch_demo,151400,INR,upi,VIP,INSUFFICIENT_FUNDS,26,2,1,0.3275,46.88,False,2026-08-10T14:03:42.131498+00:00
inc-5309,cust_1110,mch_demo,13186200,INR,netbanking,STANDARD,INSUFFICIENT_FUNDS,1,4,0,0.17,38.86,False,2026-08-10T13:03:42.131498+00:00
inc-5310,cust_1139,mch_demo,115600,INR,netbanking,STANDARD,INSUFFICIENT_FUNDS,13,3,2,0.5118,8.47,False,2026-08-15T03:03:42.131498+00:00
inc-5311,cust_1352,mch_demo,48425800,INR,card,PREMIUM,UNKNOWN,37,2,0,0.6395,68.24,False,2026-08-18T20:03:42.131498+00:00
inc-5312,cust_1294,mch_demo,224600,INR,card,PREMIUM,CARD_EXPIRED,36,1,2,0.3479,10.63,False,2026-08-14T10:03:42.131498+00:00
inc-5313,cust_1465,mch_demo,49999900,INR,upi,VIP,AUTHENTICATION_FAILURE,2,0,0,0.2112,13.21,False,2026-08-15T03:03:42.131498+00:00
inc-5314,cust_1102,mch_demo,8069700,INR,card,STANDARD,PROCESSOR_ERROR,25,0,2,0.1743,23.66,False,2026-08-14T11:03:42.131498+00:00
inc-5315,cust_1335,mch_demo,45963300,INR,wallet,PREMIUM,UNKNOWN,4,2,0,0.2166,63.73,False,2026-08-20T12:03:42.131498+00:00
inc-5316,cust_1059,mch_demo,231100,INR,card,VIP,CHECKOUT_ABANDONED,15,3,0,0.4542,17.42,False,2026-08-13T22:03:42.131498+00:00
inc-5317,cust_1179,mch_demo,1641900,INR,card,STANDARD,BANK_DECLINE,23,2,3,0.4498,67.18,False,2026-08-16T13:03:42.131498+00:00
inc-5318,cust_1496,mch_demo,920500,INR,card,STANDARD,CARD_BLOCKED,19,1,2,0.2145,52.76,False,2026-08-20T10:03:42.131498+00:00
inc-5319,cust_1056,mch_demo,2732600,INR,upi,VIP,CHECKOUT_ABANDONED,11,0,2,0.5334,20.98,True,2026-08-09T03:03:42.131498+00:00
inc-5320,cust_1214,mch_demo,1088700,INR,card,STANDARD,CHECKOUT_ABANDONED,8,0,2,0.1512,53.43,False,2026-08-15T19:03:42.131498+00:00
inc-5321,cust_1190,mch_demo,12172200,INR,upi,STANDARD,NETWORK_TIMEOUT,27,0,0,0.4778,37.65,False,2026-08-12T09:03:42.131498+00:00
inc-5322,cust_1487,mch_demo,10624300,INR,wallet,PREMIUM,BANK_DECLINE,4,3,2,0.3532,13.33,False,2026-08-16T19:03:42.131498+00:00
inc-5323,cust_1274,mch_demo,52400,INR,upi,PREMIUM,INSUFFICIENT_FUNDS,20,2,1,0.3966,39.41,False,2026-08-14T04:03:42.131498+00:00
inc-5324,cust_1392,mch_demo,12418200,INR,card,VIP,CHECKOUT_ABANDONED,39,0,2,0.1985,6.3,False,2026-08-14T18:03:42.131498+00:00
inc-5325,cust_1443,mch_demo,368600,INR,upi,PREMIUM,INSUFFICIENT_FUNDS,33,2,3,0.5363,70.57,False,2026-08-11T18:03:42.131498+00:00
inc-5326,cust_1379,mch_demo,725900,INR,wallet,STANDARD,BANK_DECLINE,33,3,1,0.2038,19.48,False,2026-08-09T04:03:42.131498+00:00
inc-5327,cust_1342,mch_demo,16195300,INR,card,STANDARD,AUTHENTICATION_FAILURE,5,2,1,0.3337,61.95,False,2026-08-19T12:03:42.131498+00:00
inc-5328,cust_1082,mch_demo,1665200,INR,wallet,STANDARD,BANK_DECLINE,32,5,1,0.6426,66.11,False,2026-08-16T12:03:42.131498+00:00
inc-5329,cust_1188,mch_demo,10815700,INR,card,VIP,PROCESSOR_ERROR,0,2,0,0.2162,17.59,False,2026-08-13T03:03:42.131498+00:00
inc-5330,cust_1040,mch_demo,31504800,INR,upi,STANDARD,AUTHENTICATION_FAILURE,21,3,1,0.6529,46.78,False,2026-08-10T11:03:42.131498+00:00
inc-5331,cust_1118,mch_demo,15338100,INR,netbanking,STANDARD,CARD_BLOCKED,25,4,2,0.2975,20.21,False,2026-08-19T06:03:42.131498+00:00
inc-5332,cust_1446,mch_demo,15044800,INR,wallet,STANDARD,UNKNOWN,34,5,1,0.3642,21.19,False,2026-08-18T22:03:42.131498+00:00
inc-5333,cust_1351,mch_demo,242800,INR,card,VIP,UNKNOWN,17,2,2,0.2255,59.11,False,2026-08-11T07:03:42.131498+00:00
inc-5334,cust_1325,mch_demo,3362300,INR,card,VIP,INSUFFICIENT_FUNDS,32,3,2,0.623,44.44,False,2026-08-08T04:03:42.131498+00:00
inc-5335,cust_1058,mch_demo,6522900,INR,card,STANDARD,UNKNOWN,38,5,3,0.6045,25.46,False,2026-08-11T00:03:42.131498+00:00
inc-5336,cust_1309,mch_demo,806600,INR,card,STANDARD,CARD_BLOCKED,39,5,2,0.4033,13.3,True,2026-08-14T15:03:42.131498+00:00
inc-5337,cust_1082,mch_demo,764600,INR,card,STANDARD,CHECKOUT_ABANDONED,7,4,2,0.3136,62.95,False,2026-08-11T23:03:42.131498+00:00
inc-5338,cust_1090,mch_demo,99200,INR,upi,STANDARD,NETWORK_TIMEOUT,37,3,0,0.396,37.14,False,2026-08-10T04:03:42.131498+00:00
inc-5339,cust_1132,mch_demo,235000,INR,card,PREMIUM,MANDATE_FAILURE,10,3,0,0.4316,48.18,False,2026-08-11T00:03:42.131498+00:00
inc-5340,cust_1474,mch_demo,10534300,INR,card,PREMIUM,MANDATE_FAILURE,7,1,0,0.4865,47.98,True,2026-08-18T07:03:42.131498+00:00
inc-5341,cust_1466,mch_demo,32289700,INR,netbanking,VIP,AUTHENTICATION_FAILURE,23,3,1,0.6465,31.84,False,2026-08-08T10:03:42.131498+00:00
inc-5342,cust_1098,mch_demo,209900,INR,wallet,STANDARD,AUTHENTICATION_FAILURE,10,2,0,0.163,30.87,False,2026-08-18T13:03:42.131498+00:00
inc-5343,cust_1475,mch_demo,9326800,INR,upi,PREMIUM,CARD_BLOCKED,32,0,1,0.211,70.24,False,2026-08-21T21:03:42.131498+00:00
inc-5344,cust_1324,mch_demo,18214000,INR,upi,PREMIUM,UNKNOWN,23,1,2,0.5134,8.07,True,2026-08-12T19:03:42.131498+00:00
inc-5345,cust_1304,mch_demo,1810600,INR,card,PREMIUM,PROCESSOR_ERROR,22,1,1,0.4615,45.62,False,2026-08-14T07:03:42.131498+00:00
inc-5346,cust_1145,mch_demo,16088300,INR,netbanking,PREMIUM,CARD_BLOCKED,20,2,1,0.3507,16.41,False,2026-08-10T06:03:42.131498+00:00
inc-5347,cust_1477,mch_demo,107700,INR,upi,STANDARD,MANDATE_FAILURE,11,4,3,0.3119,35.56,False,2026-08-12T09:03:42.131498+00:00
inc-5348,cust_1382,mch_demo,716600,INR,upi,STANDARD,BANK_DECLINE,13,0,0,0.4008,47.34,False,2026-08-12T21:03:42.131498+00:00
inc-5349,cust_1494,mch_demo,4264500,INR,netbanking,VIP,CARD_EXPIRED,27,1,1,0.4846,45.3,False,2026-08-14T11:03:42.131498+00:00
inc-5350,cust_1325,mch_demo,1928200,INR,wallet,PREMIUM,CHECKOUT_ABANDONED,35,5,3,0.2194,19.54,False,2026-08-13T00:03:42.131498+00:00
inc-5351,cust_1211,mch_demo,1188900,INR,wallet,STANDARD,AUTHENTICATION_FAILURE,33,3,0,0.178,14.41,False,2026-08-17T12:03:42.131498+00:00
inc-5352,cust_1170,mch_demo,19387100,INR,upi,STANDARD,AUTHENTICATION_FAILURE,34,5,3,0.3335,27.91,False,2026-08-21T14:03:42.131498+00:00
inc-5353,cust_1199,mch_demo,1475800,INR,card,STANDARD,CARD_BLOCKED,28,1,3,0.2525,24.0,False,2026-08-12T00:03:42.131498+00:00
inc-5354,cust_1482,mch_demo,3794700,INR,card,STANDARD,NETWORK_TIMEOUT,33,3,0,0.1994,61.47,False,2026-08-10T01:03:42.131498+00:00
inc-5355,cust_1343,mch_demo,2064100,INR,card,VIP,CARD_EXPIRED,16,2,0,0.4122,61.77,False,2026-08-16T07:03:42.131498+00:00
inc-5356,cust_1410,mch_demo,49900,INR,card,VIP,NETWORK_TIMEOUT,4,5,1,0.6717,50.92,False,2026-08-20T23:03:42.131498+00:00
